0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,emotion
-557.4183,59.952057,-3.6888146,12.916796,-0.0137892505,8.49737,-7.3896723,1.7407537,-4.216524,-5.3085866,-10.202172,-4.530848,0.6808322,-4.907952,-2.2346215,1.4346284,-5.0419846,-3.2938826,0.459167,-3.1179285,-6.1837616,-0.58499974,-0.112204835,-3.3723614,-5.1783013,-2.5422726,-1.5588963,-2.37086,-4.3364015,-1.4830894,-2.547075,-2.7667751,-4.0104628,-2.1709714,-1.7560532,-2.707897,-1.2079598,-0.74921,-2.1718042,0.17065823,angry
-382.96606,53.877857,-23.295197,4.5904512,-9.281444,-0.87772375,-10.370431,-2.3168542,-15.354205,-8.7570095,-11.345289,-7.90538,-5.038463,-4.7146053,-5.813763,-4.9152927,-6.5324554,-2.7156062,-1.5495614,-2.796807,-5.142219,2.3982217,1.8161962,2.108455,2.228265,3.1580694,2.104255,5.0286856,-0.74232155,1.2308384,-0.45290288,0.08899821,-1.5881516,1.2201177,2.4586215,0.20084015,-1.4566563,0.6436095,-1.3688105,1.4259813,angry
-398.33093,52.28169,-28.397718,12.267397,-10.859696,3.720289,-12.748707,-1.972765,-11.157867,-6.1966987,-13.095329,-9.452902,-1.8068535,-7.410354,-6.0526714,-2.0691097,-4.8386726,-3.399389,-3.4706447,-5.3630595,-9.27902,-4.752757,-3.8221326,-6.764242,-6.641278,-2.9140208,-2.3501709,0.41428602,-0.6733766,3.9754093,3.7220733,1.8582015,0.7940175,1.6372224,-0.8611492,-2.0218961,0.6553016,3.1634188,0.65086627,0.3553239,angry
-433.96576,53.986023,-22.437214,10.337305,-7.014483,4.446643,-9.936925,-1.8927366,-10.486032,-7.3606787,-12.758347,-6.5644193,-1.5250016,-6.7763195,-6.6401267,-0.27967206,-6.806804,-2.4216251,-1.3657223,-2.9342387,-8.120314,-1.1421193,-2.1080093,-4.5427365,-3.9271774,-0.7458904,-2.3398943,-0.27675268,-2.4281511,1.9665967,-0.8740689,1.5456336,-0.4469336,0.29475552,-1.1272589,-0.23131919,-0.35714516,1.4205973,-0.6114758,0.057615753,angry
-338.97913,44.90493,-24.296865,3.9212263,-13.2807255,1.456002,-13.051088,-4.972659,-16.886797,-7.3687496,-14.381403,-8.851163,-2.0966725,-5.753722,-8.464537,-3.0317612,-6.5283537,-1.3251548,-2.688012,-1.4880204,-4.397647,2.1163383,3.9263842,2.3826792,-0.7801943,2.5674608,-0.33689693,3.5442567,-0.47791287,2.5433598,-0.7749379,-1.4670061,-3.1399105,-0.7236706,-1.0924181,-0.18139623,-1.6657664,-0.44449973,-2.8668292,0.044492118,angry
-620.86926,72.92555,3.069638,15.845615,5.0054407,15.862975,-6.974336,2.558235,-6.399506,-6.247275,-8.1957035,-2.013455,0.49049425,-3.3970265,3.788899,1.4706991,-3.016171,0.39531073,5.018989,0.32392135,-2.9652,-1.3875878,-0.3236727,-0.6524108,-4.0369067,-2.1895971,-1.3085164,-1.0928924,-4.2408395,-2.1090763,-0.52091926,-1.2811072,-2.1356223,0.15258032,-1.7687125,-2.7610383,-1.0381207,-1.5229264,-2.2065666,-1.8548942,fearful
-635.4471,72.67471,-2.951787,10.282644,2.1318831,12.7642765,-7.8575134,0.48864102,-9.560815,-9.200944,-11.435256,-3.8575084,0.25524315,-6.7513337,-1.3516309,-0.6015886,-5.1504917,-1.9447657,3.1450768,-1.7508795,-5.561813,-3.0391302,-1.3706182,-1.9431256,-4.608194,-2.9367192,-2.1323483,-2.6565464,-4.664027,-3.0016356,-1.7838424,-2.8599732,-4.2806277,-1.4847784,-1.8966845,-3.0599303,-3.100149,-2.7270381,-2.3021538,-1.9279178,fearful
-646.4345,74.19784,4.969642,20.310244,7.6789846,16.816557,-2.4131546,6.36743,-4.006638,-2.782018,-5.332043,0.04226609,2.033845,-1.7324251,2.2289166,1.9312272,-1.9456042,0.52524275,3.9149904,0.6658208,-0.974335,-1.463912,1.3930211,2.3822556,-2.203944,-2.7682228,-0.8335558,0.47433376,-3.6016886,-1.8772748,-1.4490095,-0.69909376,-2.5916293,-0.494189,-0.5896947,-2.2659028,-0.7147046,-1.3590323,-1.1809658,-1.4167786,fearful
-648.97406,78.302345,-1.7424381,14.431586,6.241876,14.4565525,-5.611793,4.6549683,-8.24646,-6.148351,-7.476689,-0.21183343,0.5937344,-1.9911116,0.9711016,0.013414525,-2.9713135,0.89712787,1.8041453,-1.2302074,-1.6208377,-2.9808757,-0.3607669,2.5097408,-3.8747132,-3.5998275,-0.17097658,-1.5207523,-3.6436508,-1.801743,-1.1077999,-1.9557544,-3.6016266,0.26306936,-2.0154488,-2.0125258,-1.3400179,-1.6878453,-0.87082076,-2.5261834,fearful
-474.58643,74.83671,-14.510592,9.21777,-4.863628,11.183943,-1.2733642,3.74777,-9.133905,-9.742281,-9.53531,-3.4553618,3.3027103,-2.2480285,-3.310649,1.1273918,-3.969299,0.26138878,4.36628,3.6420317,-3.3935666,-3.8168306,-0.98161584,-1.5469207,-4.7732053,-0.84999025,-1.340397,0.5184463,-1.2662383,1.3516439,1.3324484,2.4823716,0.49745148,1.8495872,3.0887077,0.23515654,0.54322577,4.392914,2.0579855,1.8122873,fearful
-433.3269,61.518326,-13.174423,0.06451048,-7.5669017,10.038398,-4.9071875,-2.5612373,-12.315669,-12.537487,-11.446819,-8.186242,-1.3809907,-7.9379115,-7.4867306,-3.9536464,-6.169226,-2.4556212,0.4996778,-1.832733,-8.278387,-6.0766153,-0.8322013,-3.3332453,-4.8647475,-4.0146046,-2.3342047,2.100463,1.086003,3.9542687,4.4262853,4.6572146,2.1919816,1.5543208,3.0144029,1.2065574,3.4741063,5.101146,2.4098866,1.6561221,fearful
-400.78815,62.260452,-16.549139,5.909251,-9.460677,5.0568066,-7.2992,0.83104795,-14.260063,-13.714011,-12.319691,-9.456751,-2.0069785,-5.839815,-8.224827,-4.6329947,-8.457231,-5.388064,0.21276905,-0.3038811,-9.1781645,-5.0295935,-1.8466152,-3.6866786,-4.910039,-2.509276,-2.449053,0.7455416,-0.5297499,4.1460013,5.754797,7.3733845,4.208984,4.6707697,2.6336148,-0.39634603,0.6504949,2.0769145,1.6700149,2.7474709,fearful
-452.25665,64.263695,-13.6770115,5.033825,-7.836293,9.111504,-4.4770555,-1.2374461,-15.050168,-9.26992,-12.923943,-9.072722,2.0990417,-3.0518131,-7.781033,-4.406827,-6.310906,-3.8765929,1.2787122,-1.2570752,-8.41102,-5.2236543,-1.232408,-2.9414847,-6.339104,-3.071443,-3.2436197,0.4975641,-0.8936724,1.3057175,2.97019,3.969852,3.0248644,3.7925248,4.5807366,2.9709115,2.3511393,3.790526,1.4083436,1.2200097,fearful
-681.2215,78.88362,0.1286749,11.79581,0.9876597,13.565272,-6.526605,3.7329943,-9.42451,-3.3148096,-10.4992075,-4.464769,2.7165935,-5.9511933,-2.682945,-0.8417774,-6.400972,0.051955547,-0.35102648,-4.6401844,-2.6263683,-3.434622,-1.7358791,-1.9383059,-3.4615874,-2.3780181,-0.108106375,-3.1465926,-4.10348,-0.21748532,-1.7136936,-1.0425457,-2.329696,-0.3706124,-1.5844688,-0.65834093,-0.25329003,-0.84603786,-0.37290403,-0.41762096,disgust
-653.0073,65.54431,1.4677501,11.092944,-4.3168125,13.434914,-7.126188,1.5093213,-10.470178,-2.389424,-11.8359375,-3.84144,0.7690639,-4.3133135,-4.427698,-1.6403444,-4.27554,-0.85027033,-0.9075601,-3.9347482,-2.908688,-2.6862524,-1.1199797,0.52129704,-3.4299083,-0.9761184,-0.9173057,-3.1429162,-3.3064666,-0.6323108,-1.5831846,-1.8664144,-2.9366035,-0.32431775,-0.77420354,-0.49521106,-0.18353155,-1.4065915,-0.8242568,-0.7206379,disgust
-700.34393,84.596725,5.775723,14.642685,3.434235,12.270109,-4.2028184,8.19937,-12.218773,-3.790657,-6.892418,0.2040736,-0.9369471,-2.4299726,-0.4392766,-0.21022028,-4.7403193,-1.789356,1.0149909,-2.3585024,-2.874453,-1.5963583,0.044743065,-0.5961133,-6.4870033,-3.0722573,-0.6107771,-0.53820586,-3.9525197,-2.0824878,-2.5149825,-1.5659106,-2.5789902,-1.498845,-1.1299442,-0.80126137,-2.0289526,-2.0476031,-2.1107259,-2.097545,disgust
-693.2808,68.03404,1.9750909,11.899816,2.2685304,9.418974,-4.04369,7.134194,-12.038191,-2.4839942,-6.6857424,0.20061968,1.3775651,-2.6585023,-0.9851177,-0.5627573,-4.925611,-1.6203715,1.8997964,-3.1085896,-3.4890227,-2.0393047,-0.46564412,-0.28784993,-4.2329707,-2.5108054,-2.5982287,-1.19438,-3.6296718,-3.1349344,-1.8537582,-1.8347673,-2.5643566,-1.520846,-0.44455788,-1.4456879,-2.3961906,-1.7178907,-2.4171703,-1.7588861,disgust
-514.209,61.110996,-6.6934342,7.119903,-13.141234,1.2704732,-7.1054397,-1.4572971,-14.000561,-11.953342,-9.292232,-6.934684,-2.621089,-3.2895591,-4.9873056,-4.1747746,-6.099492,-3.7757707,-4.4687943,-5.4645267,-3.250616,-3.0818264,-3.6509373,-3.6711717,-6.2665567,-4.2208433,-2.6999092,-0.62648964,-1.1072102,1.4303036,-0.10461388,-1.1342994,0.09545785,1.3791199,1.6989284,0.99811924,0.8109165,1.6929276,1.2847501,1.3576839,disgust
-520.6225,55.43349,-12.775218,10.560292,-9.087996,3.5373573,-11.609045,-4.7857094,-18.184767,-8.228541,-6.4057035,-6.278636,-1.595709,-5.6947074,-4.217635,-5.55694,-7.479729,-1.938689,-0.0055710035,-4.3205075,-5.3025002,-1.3300273,-4.3328524,-5.458013,-4.096959,-3.4061751,-3.090389,0.13414863,-1.7579328,-1.2680141,-0.70551014,-0.36793652,-2.1426368,-1.0224644,-1.7490079,-0.66482055,0.81203675,0.57678664,1.0542486,1.3441027,disgust
-549.6085,59.821617,3.9864697,18.777025,-10.736347,5.5345674,-5.5263953,0.86579317,-15.8455925,-6.6470613,-3.756177,-5.951642,-7.9454813,-2.5424037,-4.653846,-4.914611,-10.318491,-3.593976,-2.6604443,-7.7348866,-8.120424,-4.060011,-3.771313,-3.6073382,-6.726686,-4.2788835,-4.7653785,-4.3350143,-4.528187,-3.6636276,-2.0937474,-0.862796,-3.3464918,1.7574973,0.7343597,-0.067697,0.3080009,-0.069499716,-1.2766628,-1.647008,disgust
-525.6453,56.05402,-0.55531645,9.288038,-6.9809046,5.484957,-6.4863153,-1.6713593,-15.754068,-7.530371,-6.282212,-4.10962,-4.791883,-4.690449,-5.300719,-4.753957,-5.3669896,-4.301396,-0.7435045,-3.6494248,-5.451528,-2.5139775,-2.4969776,-2.9168808,-4.0055904,-3.4372842,-3.198655,-1.9252228,-3.6185827,-3.185416,-2.8732936,-1.7938588,-3.188879,-1.1994464,-0.106616154,-0.007023583,0.7048088,0.54215264,-0.14194655,-0.020045768,disgust
-679.2995,64.041115,2.5253556,9.743006,2.0743146,10.626677,-5.171599,0.63715833,-5.9340224,-3.8285365,-6.00671,-5.4047394,1.9098551,-3.7154343,-2.066134,-0.23866701,-3.9930909,-3.8040478,0.6648365,-2.7748723,-5.806882,-2.161447,-1.2885263,-2.0528905,-3.4479167,-3.429781,-2.4779556,-2.601485,-4.579595,-2.5704446,-0.5450241,-2.5666504,-3.5091293,-0.7010218,-1.7100723,-2.644653,-1.4783728,-2.3932438,-2.9427216,-0.56005293,surprised
